"city","state","wellness clinic_businessType","todaysDate"
"Meridian","MS","23. Anderson Family Medical Center-Riverbirch","Wed Jul 22 07:28:31 2020"
"Meridian","MS","24. Rush Health Systems","Wed Jul 22 07:28:31 2020"
"Meridian","MS","25. Gillespie, Leigh","Wed Jul 22 07:28:31 2020"
"Meridian","MS","26. Riley My Choice Medical Clinic - CLOSED","Wed Jul 22 07:28:31 2020"
"Meridian","MS","27. Internal Medicine Clinic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","28. HealthSource Chiropractic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","29. Behavioral Medicine Clinic Inc","Wed Jul 22 07:28:31 2020"
"Meridian","MS","30. Weems Community Mental Health Center","Wed Jul 22 07:28:31 2020"
"Meridian","MS","AdMeridian Medical Associates PA Primary Care Clinic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","AdCook Eye Center","Wed Jul 22 07:28:31 2020"
"Meridian","MS","AdOlson Chiropractic Clinic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","AdMeridian Surgery Center","Wed Jul 22 07:28:31 2020"
"Greenville","MS","1. Delta Wellness Clinic","Wed Jul 22 07:28:40 2020"
"Greenville","MS","2. Delta Wellness Clinic for Families","Wed Jul 22 07:28:40 2020"
"Greenville","MS","3. Dr Forsythe Cancer Care Center","Wed Jul 22 07:28:40 2020"
"Greenville","MS","4. Greenville Clinic PA","Wed Jul 22 07:28:40 2020"
"Greenville","MS","5. Brown Eugene C Dr","Wed Jul 22 07:28:40 2020"
"Greenville","MS","6. Allergy & Asthma Specialists","Wed Jul 22 07:28:40 2020"
"Greenville","MS","7. Family Medical Center","Wed Jul 22 07:28:40 2020"
"Greenville","MS","8. Delta Surgical Clinic","Wed Jul 22 07:28:40 2020"
"Greenville","MS","9. Bosley","Wed Jul 22 07:28:40 2020"
"Greenville","MS","10. Diet Doc Weight Loss","Wed Jul 22 07:28:40 2020"
"Greenville","MS","11. Cleveland Medical Clinic","Wed Jul 22 07:28:40 2020"
"Greenville","MS","12. Premier Foot Clinic","Wed Jul 22 07:28:40 2020"
"Greenville","MS","13. Blaylock Medical Clinic PA","Wed Jul 22 07:28:40 2020"
"Greenville","MS","14. Delta Health Partners","Wed Jul 22 07:28:40 2020"
"Greenville","MS","15. Greenville Surgical Clinic PA","Wed Jul 22 07:28:40 2020"
"Greenville","MS","16. Jean Barker MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","17. Cunningham, Jerry M Dr","Wed Jul 22 07:28:40 2020"
"Greenville","MS","18. Gillespie James B MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","19. Thomas Reich MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","20. Pulliam, Joe MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","21. Sabitha Pabbathi MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","22. Thomas Adams Clinic - CLOSED","Wed Jul 22 07:28:40 2020"
"Greenville","MS","23. Kenneth A Hahn MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","24. Dr. William D Henceroth II, MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","25. Thomas M Lehman MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","26. Sherrod Jr Clide S MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","27. Southern Orthopedics Sports Medicine & Rehabilitat - CLOSED","Wed Jul 22 07:28:40 2020"
"Greenville","MS","28. Delta Astham & Allergy - CLOSED","Wed Jul 22 07:28:40 2020"
"Greenville","MS","29. Jeffery Doolittle MD","Wed Jul 22 07:28:40 2020"
"Greenville","MS","30. A L Billsby DO","Wed Jul 22 07:28:40 2020"
"Horn Lake","MS","1. Wellness Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","2. Get Well Childrens Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","3. Midsouth Wellness Clinic For","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","4. Heritage Health Care Solutions Wellness Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","5. Midsouth Wellness Clinic For Men","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","6. 901 Health & Wellness Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","7. Pro Health Wellness Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","8. Midsouth Wellness Clinic for Men","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","9. My Family Health and Wellness Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","10. Bee Well Health Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","11. Dr Ly Natural Health","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","12. Vitality Mens Health and Wellness","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","13. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","14. Maximum Health & Wellness","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","15. Total Health Chiropractic and Wellness Center","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","16. Baptist Wellness Complex","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","17. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","18. Uams-Dcoa Wellness & Education Center","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","19. Holt Therapy & Wellness PLLC","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","20. Wellness Works","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","21. Kingdom Wellness Counseling","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","22. Family Wellness Center","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","23. NexGen Health and Wellness","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","24. Women Of WellnessMOVED","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","25. Magnolia Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","26. Ruch Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","27. The Wootton Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","28. The Jones Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","29. Cordova Medical Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","30. Getwell Chiro","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","AdPrime Urgent Medical Clinic","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","31. L M Walker And Associates","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","32. Tristate Medical Group","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","33. Advanced Physical Therapy, LLC","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","34. Mid-South Chiropractic & Therapeutic Massage","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","35. Acupuncture and Healing Arts Medical Group","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","36. Total Health Chiro & Rehab","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","37. Smith Leslie E MD","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","38. East Memphis Chiropractic Associates","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","39. Ut Medical Group Inc General Internal Medicine","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","40. Baptist Memorial Medical Group","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","41. Burford Spinal Rehab","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","42. Pittman Physical Therapy","Wed Jul 22 07:28:49 2020"
"Horn Lake","MS","43. Dr Forsythe Cancer Care Center","Wed Jul 22 07:28:49 2020"
"Kansas City","MO","AdBateman Gatrost Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","1. Fair Haven Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","2. Acp Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","3. Total Wellness Clinic LLC","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","4. The Health & Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","5. The Health & Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","6. The Health & Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","7. Chiropractic Injury & Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","8. The Health & Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","9. Roberts Family Wellness Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","10. Crossroads Chiropractic & Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","11. Healthmate International, LLC","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","12. Nurturing Optimal Wellness The Office of Nancy Russell, MD","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","13. KC Natural Solution Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","14. Well Spring Center For Natural Health","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","15. Good Life Nutrition Health & Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","16. Spiritual Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","17. Beverly Hills Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","18. Kc Health and Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","19. Harmony Health & Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","20. Healing Well Chiropractic - CLOSED","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","21. St Luke's Spiritual Wellness - CLOSED","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","22. Emery Chiropractic Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","23. Phamily Chiropractic & Acupuncture Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","24. Valorie J. Wells, PhD","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","25. Mission Chiropractic & Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","26. Employer Wellness Solutio","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","27. Stay Well Health & Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","28. Rejuvenate Mind-Body Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","29. Kansas City Health & Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","30. Family Care & Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","31. Cardin Center For Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","32. St Luke's Spiritual Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","33. Bel-Ray Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","34. Hooper Holmes Health and Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","35. Mills Chiropractic & Wellness Center PA","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","36. Warhorse Health & Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","37. Carondelet Health & Wellness","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","38. Heritage Chiropractic & Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","39. Total Wellness Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","40. WellLife","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","41. Basehor Wellness Center - CLOSED","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","42. VA Community Outpatient Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","43. Riordan Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","44. Gibson Chiropractic Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","45. Allergy Clinic Of Liberty MO","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","46. F.I.T. Muscle & Joint Clinic - Lee's Summit","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","47. Pfrimmer Chiropractic & Sports Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","48. Lansing Chiropractic Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","49. Neighborhood Clinic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","50. Molly's Healingworks","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","51. Dr. Craig Allan Dietz, DO","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","52. Steffen Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","53. Pinnacle Therapy Services","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","54. Results Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","55. J David Beaulieu MS DC","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","56. Westportplaza Plaza Medical Group Inc","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","57. Dr. Connies Chiropractic & Wellnes Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","58. Bateman Gatrost Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","59. Pinnacle Therapy Services","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","60. Liberty Chiropractic Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","61. Acosta Chiropractic & Acupuncture","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","62. Whole Life Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","63. in2GREAT Functional Medicine and Integrative Health","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","64. Active Family Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","65. Aspire Health","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","66. Pinnacle Therapy Services","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","67. Advanced Sports and Family Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","68. Fulk Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","69. Integrative Medical Specialists LLC","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","70. Advanced Sports & Family Chiropractic","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","71. Spine Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","72. Integral Health Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","73. Dr. Spurgeon DC - Healing Neck & Joints","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","74. Cornerstone Physical Therapy, LLC","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","75. The Chiropractic Health Center","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","76. Chiropractic and Acupun Li","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","77. Professional RehabilitationSpecialists, P. A.","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","78. Lawson Chiropractic & Acupuncture","Wed Jul 22 07:29:02 2020"
"Kansas City","MO","79. Dr Forsythe Cancer Care Center","Wed Jul 22 07:29:02 2020"
"St. Louis","MO","1. Mercy Clinic Weight and Wellness - Clayton-Clarkson","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","2. Berman Chiropractic & Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","3. The Center for Health & Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","4. Daily Chiropractic & Wellness Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","5. Miranda Hill Massage & Wellness, LLC","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","6. Soma Therapeutic Massage","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","7. Hartman Chiropractic and Nutrition Wellness Centre","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","8. Human Touch Wellness Therapies","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","9. SSM Health & Wellness Line","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","10. Wellness Depot","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","11. Physicians Choice Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","12. NLG Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","13. Dr. Josh Carmon - Advanced Health & Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","14. Optimal Health & Wellness Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","15. Whole Health & Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","16. Chc Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","17. The Centre For Vibrant Health And Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","18. Dr. Kyle LeBlanc - Advanced Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","19. Ferguson Wellness & Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","20. Southern Illinois Regional Wellness Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","21. Dr. Martin Schmaltz, Quality Chiropractic & Auto Injury Care","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","22. L V Health & Wellness Pharmacy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","23. Infinite Wellness Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","24. Ancient Arts Wellness Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","25. Balanced Health Chiropractic & Wellness Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","26. Wahl Health & Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","27. Wellness & Growth Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","28. Better Health And Wellness","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","29. Southern Illinois Regional Wellness Center - CLOSED","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","30. Morning Star Chiro Clinic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","31. Frick Chiropractic Clinic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","32. Healthcare Complete","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","33. Esquire Sports Medicine","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","34. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","35. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","36. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","37. Brenda L. Miano, D.C.","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","38. Chiropractic of North County","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","39. Omni Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","40. Inmotion Health Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","41. SSM Physical Therapy- Creve Coeur- City Place","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","42. Advanced Training & Rehab","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","43. St. Louis Salt Room","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","44. Sciortino, David A","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","45. Hands On Therapeutics","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","46. Preferred Family Healthcare","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","47. St. Louis Spine & Health Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","48. SSM Physical Therapy- Florissant","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","49. L A Shipley DC LTD","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","50. Straughn Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","51. SSM Health Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","52. SSM Physical Therapy-Hazelwood","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","53. Natural Health and Heali","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","54. Complete Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","55. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","56. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","57. Ssm Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","58. Physicians Health Group Medical","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","59. SSM Day Institute","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","60. Dinkelmann Health Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","61. May Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","62. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","63. Back & Neck Pain Center: Timothy Peck, DC","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","64. First Capitol Chiropractic & Rehab","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","65. Rivertowne Family Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","66. Vital Energy Massage","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","67. Naturo Health Solutions","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","68. Pain Relief Assc","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","69. SSM Physical Therapy- New Town Blvd","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","70. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","71. Kare Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","72. SSM Medical Group","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","73. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","74. SSM Physical Therapy","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","75. Chiropractic of Wildwood","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","76. St Louis Physical Therapy-St Peters","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","77. SSM Physical Therapy- St. Peters- Kisker Rd","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","78. SSM Physical Therapy- Lake St. Louis","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","79. Spinal Care Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","80. Advanced Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","81. Spinal Aid Center of O'Fallon","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","82. Community Chiropractic Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","83. Stuckey Chiropractic","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","84. SSM Day Institute","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","85. Dr Forsythe Cancer Care Center","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","86. Collinsville Physical Therapy - CLOSED","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","87. Michelles Massage TherapyMOVED","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","88. Edmiston, Ron, MD - CLOSED","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","89. Boonslick Medical Group IncMOVED","Wed Jul 22 07:29:15 2020"
"St. Louis","MO","90. Balanced Body Chiropractic - CLOSED","Wed Jul 22 07:29:15 2020"
"Springfield","MO","1. Wellness Concepts Clinic","Wed Jul 22 07:29:29 2020"
"Springfield","MO","2. Wellness Concepts Clinic","Wed Jul 22 07:29:29 2020"
"Springfield","MO","3. Wells Medical Clinic","Wed Jul 22 07:29:29 2020"
"Springfield","MO","4. Pomme De Terre Wellness Clinic","Wed Jul 22 07:29:29 2020"
